chemical.id,endpoint,ids,num.conc,flag,spearman,run.ttest,ttest.pval
65,MUSC,65 MUSC,6,1,,False,
65,NC24,65 NC24,6,1,,False,
65,NC__,65 NC__,6,1,,False,
65,OTIC,65 OTIC,6,1,,False,
65,PE__,65 PE__,6,4,0.6546536707079772,True,0.373900966300059
65,PFIN,65 PFIN,6,1,,False,
65,PIG_,65 PIG_,6,1,,False,
65,SKIN,65 SKIN,6,1,,False,
65,SM24,65 SM24,6,1,,False,
65,SNOU,65 SNOU,6,1,,False,
65,SOMI,65 SOMI,6,1,,False,
65,SWIM,65 SWIM,6,1,,False,
65,TCHR,65 TCHR,6,1,,False,
65,TOT_MORT,65 TOT_MORT,6,1,-0.8116794499134278,False,
65,TRUN,65 TRUN,6,1,,False,
65,TR__,65 TR__,6,1,,False,
65,YSE_,65 YSE_,6,4,0.6546536707079772,True,0.373900966300059
66,ALL_BUT_MORT,66 ALL_BUT_MORT,6,2,0.8783100656536799,False,
66,ANY120,66 ANY120,6,2,0.9258200997725515,False,
66,ANY24,66 ANY24,6,4,0.41403933560541256,True,0.6213082950374971
66,AXIS,66 AXIS,6,1,0.057977103565244846,False,
66,BRAI,66 BRAI,6,1,-0.7775419143502352,False,
66,BRN_,66 BRN_,6,1,0.13093073414159545,False,
66,CFIN,66 CFIN,6,1,-0.304255531702266,False,
66,CIRC,66 CIRC,6,1,,False,
66,CRAN,66 CRAN,6,1,-0.4879500364742666,False,
66,DP24,66 DP24,6,4,0.7650368522374495,True,0.9689121098407052
66,EDEM,66 EDEM,6,1,0.13093073414159545,False,
66,EYE_,66 EYE_,6,1,-0.39466488146729556,False,
66,JAW_,66 JAW_,6,1,-0.39466488146729556,False,
66,LTRK,66 LTRK,6,1,-0.304255531702266,False,
66,MO24,66 MO24,6,4,0.23539595453459985,True,0.7409496993397184
66,MORT,66 MORT,6,4,0.6546536707079772,True,0.373900966300059
66,MUSC,66 MUSC,6,1,-0.8280786712108251,False,
66,NC24,66 NC24,6,1,,False,
66,NC__,66 NC__,6,1,,False,
66,OTIC,66 OTIC,6,1,,False,
66,PE__,66 PE__,6,1,-0.20291986247835694,False,
66,PFIN,66 PFIN,6,4,0.550782483869826,True,0.9303597607869334
66,PIG_,66 PIG_,6,1,,False,
66,SKIN,66 SKIN,6,1,,False,
66,SM24,66 SM24,6,1,,False,
66,SNOU,66 SNOU,6,1,-0.39466488146729556,False,
66,SOMI,66 SOMI,6,1,-0.7775419143502352,False,
66,SWIM,66 SWIM,6,1,,False,
66,TCHR,66 TCHR,6,1,-0.6546536707079772,False,
66,TOT_MORT,66 TOT_MORT,6,4,0.4707919090691997,True,0.4263172079403687
66,TRUN,66 TRUN,6,1,,False,
66,TR__,66 TR__,6,1,-0.6546536707079772,False,
66,YSE_,66 YSE_,6,4,0.550782483869826,True,0.9303597607869334
67,ALL_BUT_MORT,67 ALL_BUT_MORT,6,2,0.9710083124552245,False,
67,ANY120,67 ANY120,6,2,0.9276336570439175,False,
67,ANY24,67 ANY24,6,4,0.29277002188455997,True,0.7040000000000001
67,AXIS,67 AXIS,6,2,0.9411239481143202,False,
67,BRAI,67 BRAI,6,4,0.2704493615131253,True,1.0
67,BRN_,67 BRN_,6,2,0.9710083124552245,False,
67,CFIN,67 CFIN,6,2,0.9258200997725515,False,
67,CIRC,67 CIRC,6,1,,False,
67,CRAN,67 CRAN,6,2,0.9710083124552245,False,
67,DP24,67 DP24,6,1,,False,
67,EDEM,67 EDEM,6,2,0.9710083124552245,False,
67,EYE_,67 EYE_,6,2,0.9710083124552245,False,
67,JAW_,67 JAW_,6,2,0.9710083124552245,False,
67,LTRK,67 LTRK,6,2,0.9258200997725515,False,
67,MO24,67 MO24,6,4,0.29277002188455997,True,0.7040000000000001
67,MORT,67 MORT,6,2,0.8804062740424285,False,
67,MUSC,67 MUSC,6,2,0.9411239481143202,False,
67,NC24,67 NC24,6,1,,False,
67,NC__,67 NC__,6,1,,False,
67,OTIC,67 OTIC,6,1,,False,
67,PE__,67 PE__,6,2,0.9710083124552245,False,
67,PFIN,67 PFIN,6,2,0.9710083124552245,False,
67,PIG_,67 PIG_,6,1,,False,
67,SKIN,67 SKIN,6,1,,False,
67,SM24,67 SM24,6,1,,False,
67,SNOU,67 SNOU,6,2,0.9710083124552245,False,
67,SOMI,67 SOMI,6,2,0.9411239481143202,False,
67,SWIM,67 SWIM,6,1,,False,
