Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,DataQC_Flag,BMD_Analysis_Flag,BMD_Flag,BMD50_Flag
1450,ANY24,NULL,NULL,NULL,NULL,11.5107,0.0,64.0,5,NULL,NULL,NULL
1450,ANY120,NULL,NULL,NULL,NULL,14.7473,0.0,64.0,5,NULL,NULL,NULL
1450,TOT_MORT,NULL,NULL,NULL,NULL,13.5296,0.0,64.0,5,NULL,NULL,NULL
1450,ANY_MORT,NULL,NULL,NULL,NULL,3.9178,0.0,64.0,1,NULL,NULL,NULL
1450,BRN_,NULL,NULL,NULL,NULL,0.24603058470764622,0.0,64.0,1,NULL,NULL,NULL
1450,CRAN,NULL,NULL,NULL,NULL,0.24603058470764622,0.0,64.0,1,NULL,NULL,NULL
1450,EDEM,NULL,NULL,NULL,NULL,0.25980449775112446,0.0,64.0,5,NULL,NULL,NULL
1450,LTKR,NULL,NULL,NULL,NULL,1.4507182101257063,0.0,64.0,1,NULL,NULL,NULL
1450,MUSC,NULL,NULL,NULL,NULL,0.21848275862068967,0.0,64.0,1,NULL,NULL,NULL
1450,SKIN,NULL,NULL,NULL,NULL,0.24603058470764622,0.0,64.0,1,NULL,NULL,NULL
1450,TCHR,NULL,NULL,NULL,NULL,0.12301529235382311,0.0,64.0,1,NULL,NULL,NULL
1454,ANY24,NULL,NULL,NULL,NULL,14.6633,0.0,64.0,5,NULL,NULL,NULL
1454,ANY120,NULL,NULL,NULL,NULL,17.476399999999998,0.0,64.0,5,NULL,NULL,NULL
1454,TOT_MORT,NULL,NULL,NULL,NULL,14.5862,0.0,64.0,5,NULL,NULL,NULL
1454,ANY_MORT,NULL,NULL,NULL,NULL,3.7902,0.0,64.0,5,NULL,NULL,NULL
1454,BRN_,NULL,NULL,NULL,NULL,2.4721333333333333,0.0,64.0,5,NULL,NULL,NULL
1454,CRAN,NULL,NULL,NULL,NULL,3.625657971014493,0.0,64.0,5,NULL,NULL,NULL
1454,EDEM,NULL,NULL,NULL,NULL,2.4721333333333333,0.0,64.0,5,NULL,NULL,NULL
1454,LTKR,NULL,NULL,NULL,NULL,0.10924137931034483,0.0,64.0,1,NULL,NULL,NULL
1454,MUSC,NULL,NULL,NULL,NULL,2.4721333333333333,0.0,64.0,5,NULL,NULL,NULL
1454,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,64.0,1,NULL,NULL,NULL
1454,TCHR,NULL,NULL,NULL,NULL,0.0,0.0,64.0,1,NULL,NULL,NULL
1455,ANY24,NULL,NULL,NULL,NULL,16.583193548387097,0.0,64.0,5,NULL,NULL,NULL
1455,ANY120,NULL,NULL,NULL,NULL,19.056700000000003,0.0,64.0,5,NULL,NULL,NULL
1455,TOT_MORT,NULL,NULL,NULL,NULL,15.616193548387098,0.0,64.0,5,NULL,NULL,NULL
1455,ANY_MORT,NULL,NULL,NULL,NULL,5.1186,0.0,64.0,5,NULL,NULL,NULL
1455,BRN_,NULL,NULL,NULL,NULL,1.8957320197044336,0.0,64.0,5,NULL,NULL,NULL
1455,CRAN,NULL,NULL,NULL,NULL,1.8957320197044336,0.0,64.0,5,NULL,NULL,NULL
1455,EDEM,NULL,NULL,NULL,NULL,1.8957320197044336,0.0,64.0,5,NULL,NULL,NULL
1455,LTKR,NULL,NULL,NULL,NULL,1.8731034482758622,0.0,64.0,5,NULL,NULL,NULL
1455,MUSC,NULL,NULL,NULL,NULL,1.5097891625615765,0.0,64.0,5,NULL,NULL,NULL
1455,SKIN,NULL,NULL,NULL,NULL,1.8617891625615763,0.0,64.0,5,NULL,NULL,NULL
1455,TCHR,NULL,NULL,NULL,NULL,1.627008210180624,0.0,64.0,1,NULL,NULL,NULL
1532,ANY24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1532,ANY120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1532,TOT_MORT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1532,ANY_MORT,NULL,NULL,NULL,NULL,2.8801,0.0,64.0,5,NULL,NULL,NULL
1532,BRN_,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1532,CRAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1532,EDEM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1532,LTKR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1532,MUSC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
