"cas_number","zf.cid","Chemical_ID","chemical_class"
"947-02-4","",11060,""
"731-27-1","",11061,""
"88283-41-4","",11062,""
"42609-73-4","",11063,""
"950-10-7","",11064,""
"84332-86-5","",11065,""
"25311-71-1","",11066,""
"1086-02-8","",11067,""
"13593-03-8","",11068,""
"2597-03-7","",11069,""
"2595-54-2","",11070,""
"103-17-3","",11071,""
"2439-01-2","",11072,""
"57646-30-7","",11073,""
"973-21-7","",11074,""
"2536-31-4","",11075,""
"4824-78-6","",11076,""
"2275-23-2","",11077,""
"961-11-5","",11078,""
"97-16-5","",11079,""
"76674-21-0","",11080,""
"5131-24-8","",11081,""
"3278-89-5","",11082,""
"87-83-2","",11083,""
"2039-86-3","",11084,""
"1522-92-5","",11085,""
"2039-82-9","",11086,""
"39569-21-6","",11087,""
"3322-93-8","",11088,""
"35109-60-5","",11089,""
"4656-58-0","",11091,""
"602326-13-6","",11092,""
"106-48-9","",11093,""
"16766-30-6","",11094,""
"77102-94-4","",11095,""
"2460-49-3","",11096,""
"16766-31-7","",11097,""
"93952-19-3","",11098,""
"999001-03-5","",11099,""
"1520-96-3","",11100,""
"877-09-8","",11101,""
"93487-20-8","",11102,""
"128008-87-7","",11103,""
"203805-92-9","",11104,""
"137219-34-2","",11105,""
"10439-39-1","",11106,""
"15067-26-2","",11107,""
"93951-97-4","",11108,""
"63466-71-7","",11109,""
"93951-66-7","",11110,""
"1719-03-5","",11111,""
"93951-69-0","",11112,""
"1146-65-2","",11113,""
"39485-83-1","",11114,""
"2051-24-3","",11115,""
"93952-23-9","",11116,""
"1517-22-2","",11117,""
"1718-52-1","",11118,""
