Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,AUC_Norm,Modeled_Flag,DataQC_Flag,BMD10_Flag,BMD50_Flag,NumConc,Spearman_Correlation,bmdrc.Endpoint.ID
316-49-4,CC,,,,,8105.9287,0.0,50.0,0.72994513,Fail - other filter,Not Fit,Fail,Fail,,,316-49-4 CC
316-49-4,DCFDA,,,,,9380.6939,0.0,100.0,0.91360254,Fail - other filter,Not Fit,Fail,Fail,,,316-49-4 DCFDA
316-51-8,CC,,,,,6870.2166,0.0,50.0,0.74052439,Fail - other filter,Not Fit,Fail,Fail,,,316-51-8 CC
316-51-8,DCFDA,,,,,10191.8306,0.0,100.0,0.92863594,Fail - other filter,Not Fit,Fail,Fail,,,316-51-8 DCFDA
316-51-8,LDH,,,,,13179.7753,0.0,100.0,0.46181102,Fail - other filter,Not Fit,Fail,Fail,,,316-51-8 LDH
316-51-8,MMP,,,,,15411.7341,0.0,100.0,0.57772377,Fail - other filter,Not Fit,Fail,Fail,,,316-51-8 MMP
317-64-6,CC,,,,,8208.4715,0.0,50.0,0.55999505,Fail - correlation score filter,Not Fit,Fail,Fail,,,317-64-6 CC
317-64-6,DCFDA,,,,,9882.8794,0.0,100.0,0.92753253,Fail - other filter,Not Fit,Fail,Fail,,,317-64-6 DCFDA
3351-28-8,CC,,,,,7534.5894,0.0,50.0,0.54314041,Fail - other filter,Not Fit,Fail,Fail,,,3351-28-8 CC
3351-28-8,MMP,,,,,11420.0467,0.0,100.0,0.80713941,Fail - other filter,Not Fit,Fail,Fail,,,3351-28-8 MMP
3351-31-3,CC,,,,,8223.6707,0.0,50.0,0.45183213,Fail - other filter,Not Fit,Fail,Fail,,,3351-31-3 CC
3351-31-3,DCFDA,,,,,9628.413,0.0,100.0,0.91738485,Fail - other filter,Not Fit,Fail,Fail,,,3351-31-3 DCFDA
3351-31-3,LDH,,,,,11447.7612,0.0,100.0,0.16969027,Fail - other filter,Not Fit,Fail,Fail,,,3351-31-3 LDH
